parent_name,parent_smiles,child_name,child_smiles,source,is_duplicate
cisapride,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,4-Fluoro-2- hydroxycisapride,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2O)CC1OC,MetXBioDB,True
clarithromycin,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,14-(R)-hydroxy-CLAR,COC1(C)CC(OC2C(C)C(=O)OC(C(C)O)C(C)(O)C(O)C(C)C(=O)C(C)CC(C)(OC)C(OC3OC(C)CC(N(C)C)C3O)C2C)OC(C)C1O,MetXBioDB,True
clarithromycin,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,N-desmethyl-CLAR,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(NC)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,MetXBioDB,True
clindamycin,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,N-desmethyclindamycin,CCCC1CNC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)C1,MetXBioDB,True
clindamycin,CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1,clindamycin sulfoxide,CCCC1CC(C(=O)NC(C(C)Cl)C2OC([S+](C)[O-])C(O)C(O)C2O)N(C)C1,MetXBioDB,True
clobazam,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,4-Hydroxyclobazam,CN1C(=O)CC(=O)N(c2ccc(O)cc2)c2cc(Cl)ccc21,MetXBioDB,True
clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,2-OH-clomipramine,CN(C)CCCN1c2ccccc2CCc2cc(O)c(Cl)cc21,MetXBioDB,True
clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,8-OH-clomipramine,CN(C)CCCN1c2cc(Cl)ccc2CCc2c(O)cccc21,MetXBioDB,True
clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,N-Desmethylclomipramine,CNCCCN1c2ccccc2CCc2ccc(Cl)cc21,MetXBioDB,True
clomipramine,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,10-OH-clomipramine,CN(C)CCCN1c2cc(Cl)ccc2CC(O)c2ccccc21,MetXBioDB,True
clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,N-Desmethylclozapine,Clc1ccc2c(c1)N=C(N1CCNCC1)c1ccccc1N2,MetXBioDB,True
clozapine,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Clozapine-N-oxide,C[N+]1([O-])CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,MetXBioDB,True
codeine,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,morphine,CN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,MetXBioDB,True
codeine,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,norcodeine,COc1ccc2c3c1OC1C(O)C=CC4C(C2)NCCC341,MetXBioDB,True
cotinine,CN1C(=O)CCC1c1cccnc1,trans-3'-hydroxycotinine,CN1C(=O)C(O)CC1c1cccnc1,MetXBioDB,True
coumarin,O=c1ccc2ccccc2o1,7-Hydroxycoumarin,O=c1ccc2ccc(O)cc2o1,MetXBioDB,True
coumarin,O=c1ccc2ccccc2o1,3-Hydroxycoumarin,O=c1oc2ccccc2cc1O,MetXBioDB,True
coumarin,O=c1ccc2ccccc2o1,"Coumarin 3,4-epoxide",O=C1Oc2ccccc2C2OC12,MetXBioDB,True
curcumin,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(OC)c2)ccc1O,O-demethyl curcumin,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)c(O)c2)ccc1O,MetXBioDB,True
cyclobenzaprine,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,N-Desmethylcyclobenzaprine,CNCCC=C1c2ccccc2C=Cc2ccccc21,MetXBioDB,True
dapsone,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,N-Hydroxydapsone,Nc1ccc(S(=O)(=O)c2ccc(NO)cc2)cc1,MetXBioDB,True
debrisoquine,N=C(N)N1CCc2ccccc2C1,4-Hydroxydebrisoquine,N=C(N)N1Cc2ccccc2C(O)C1,MetXBioDB,True
delavirdine,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,,CS(=O)(=O)Nc1ccc2[nH]c(C(=O)N3CCN(c4ncccc4N)CC3)cc2c1,MetXBioDB,True
desmethylcitalopram,CNCCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,"N,N-Didesmethylcitalopram",N#Cc1ccc2c(c1)COC2(CCCN)c1ccc(F)cc1,MetXBioDB,True
desogestrel,C#CC1(O)CCC2C3CCC4=CCCCC4C3C(=C)CC21CC,3-alpha-OH-desogestrel,C#CC1(O)CCC2C3CCC4=CC(O)CCC4C3C(=C)CC21CC,MetXBioDB,True
dexamethasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,6-alpha-OH DEXAMETHASONE,CC1CC2C3CC(O)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,MetXBioDB,True
dexfenfluramine,CCNC(C)Cc1cccc(C(F)(F)F)c1,nordexfenfluramine,CC(N)Cc1cccc(C(F)(F)F)c1,MetXBioDB,True
dexpropranolol (propranolol),CC(C)NCC(O)COc1cccc2ccccc12,,NCC(O)COc1cccc2ccccc12,MetXBioDB,True
dexpropranolol (propranolol),CC(C)NCC(O)COc1cccc2ccccc12,,CC(C)NCC(O)COc1ccc(O)c2ccccc12,MetXBioDB,True
dextromethorphan,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,Dextrorphan,CN1CCC23CCCCC2C1Cc1ccc(O)cc13,MetXBioDB,True
dextromethorphan,COc1ccc2c(c1)C13CCCCC1C(C2)N(C)CC3,3-methoxymorphinan,COc1ccc2c(c1)C13CCCCC1C(C2)NCC3,MetXBioDB,True
dexverapamil,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,"dexverapamil, N-demethyl",COc1ccc(CCNCCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,MetXBioDB,True
dexverapamil,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,"(2R)-5-{[2-(3,4-dimethoxyphenyl)ethyl](methyl)amino}-2-(4-hydroxy-3-methoxyphenyl)-2-(propan-2-yl)pentanenitrile",COc1cc(C(C#N)(CCCN(C)CCc2ccc(OC)c(OC)c2)C(C)C)ccc1O,MetXBioDB,True
dexverapamil,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,(R)-D-617,CNCCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C,MetXBioDB,True
diazepam,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,Temazepam,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,MetXBioDB,True
diclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,4'-OH-diclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)cc(O)cc1Cl,MetXBioDB,True
diclofenac,O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,5-OH-diclofenac,O=C(O)Cc1cc(O)ccc1Nc1c(Cl)cccc1Cl,MetXBioDB,True
dihydrocodeine,COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341,,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5,MetXBioDB,True
diltiazem,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,N-Demethyldiltiazem,CNCCN1C(=O)C(OC(C)=O)C(c2ccc(OC)cc2)Sc2ccccc21,MetXBioDB,True
diltiazem,COc1ccc(C2Sc3ccccc3N(CCN(C)C)C(=O)C2OC(C)=O)cc1,O-Demethyldiltiazem,CC(=O)OC1C(=O)N(CCN(C)C)c2ccccc2SC1c1ccc(O)cc1,MetXBioDB,True
diphenhydramine,CN(C)CCOC(c1ccccc1)c1ccccc1,N-Desmethyldiphenhydramine,CNCCOC(c1ccccc1)c1ccccc1,MetXBioDB,True
disopiramide,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,mono-N-desalkyldisopyramide,CC(C)NCCC(C(N)=O)(c1ccccc1)c1ccccn1,MetXBioDB,True
doxepin,CN(C)CCC=C1c2ccccc2COc2ccccc21,nordoxepin,CNCCC=C1c2ccccc2COc2ccccc21,MetXBioDB,True
ebastine,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,Deslakylebastine,CC(C)(C)c1ccc(C(=O)CCC=O)cc1,MetXBioDB,True
ebastine,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1,4-(4-tert-butylphenyl)-4-oxobutanal,c1ccc(C(OC2CCNCC2)c2ccccc2)cc1,MetXBioDB,True
eplerenone,COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13,6beta-hydroxyeplerenone,COC(=O)C1C(O)C2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13,MetXBioDB,True
eplerenone,COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CCC(=O)O4)C13,21-hydroxyeplerenone,COC(=O)C1CC2=CC(=O)CCC2(C)C23OC2CC2(C)C(CCC24CC(O)C(=O)O4)C13,MetXBioDB,True
esomeprazole,COc1ccc2nc([S+]([O-])Cc3ncc(C)c(OC)c3C)[nH]c2c1,5-Hydroxyomeprazole ,COc1ccc2nc([S+]([O-])Cc3ncc(CO)c(OC)c3C)[nH]c2c1,MetXBioDB,True
esomeprazole,COc1ccc2nc([S+]([O-])Cc3ncc(C)c(OC)c3C)[nH]c2c1,Omeprazole sulfone ,COc1ccc2nc(S(=O)(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,MetXBioDB,True
estazolam,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2,4-hydroxyestazolam,OC1N=C(c2ccccc2)c2cc(Cl)ccc2-n2cnnc21,MetXBioDB,True
estradiol,CC12CCC3c4ccc(O)cc4CCC3C1CCC2O,4-Hydroxyestradiol ,CC12CCC3c4ccc(O)c(O)c4CCC3C1CCC2O,MetXBioDB,True
estrone,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,2-OH-estrone,CC12CCC3c4cc(O)c(O)cc4CCC3C1CCC2=O,MetXBioDB,True
estrone,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,4-OH-estrone,CC12CCC3c4ccc(O)c(O)c4CCC3C1CCC2=O,MetXBioDB,True
estrone,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,6alpha-OH-estrone,CC12CCC3c4ccc(O)cc4C(O)CC3C1CCC2=O,MetXBioDB,True
estrone,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,7alpha-OH-estrone,CC12CCC3c4ccc(O)cc4CC(O)C3C1CCC2=O,MetXBioDB,True
estrone,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,15alpha-OH-estrone,CC12CCC3c4ccc(O)cc4CCC3C1C(O)CC2=O,MetXBioDB,True
estrone,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,16alpha-OH-estrone,CC12CCC3c4ccc(O)cc4CCC3C1CC(O)C2=O,MetXBioDB,True
eszopiclone,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,N-desmethyl-zopiclone,O=C(OC1c2nccnc2C(=O)N1c1ccc(Cl)cn1)N1CCNCC1,MetXBioDB,True
eszopiclone,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,N-oxide-zopiclone,C[N+]1([O-])CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,MetXBioDB,True
etizolam,CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,,Cc1nnc2n1-c1sc(C(C)O)cc1C(c1ccccc1Cl)=NC2,MetXBioDB,True
etoperidone,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,,Clc1cccc(N2CCNCC2)c1,MetXBioDB,True
etoperidone,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,,CCc1nn(CCCN2CCN(c3ccc(O)c(Cl)c3)CC2)c(=O)n1CC,MetXBioDB,True
etoperidone,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,,CCn1c(C(C)O)nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c1=O,MetXBioDB,True
etoposide,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O,Etoposide Catechol,COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(O)c1O,MetXBioDB,True
etoricoxib,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,6-Hydroxymethyletoricoxib,CS(=O)(=O)c1ccc(-c2cc(Cl)cnc2-c2ccc(CO)nc2)cc1,MetXBioDB,True
etoricoxib,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,Etoricoxib 1'-N'-oxide,Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)c[n+]1[O-],MetXBioDB,True
fentanyl,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,Norfentanyl,CCC(=O)N(c1ccccc1)C1CCNCC1,MetXBioDB,True
flosequinan,Cn1cc([S+](C)[O-])c(=O)c2ccc(F)cc21,flosequinan sulfone,Cn1cc(S(C)(=O)=O)c(=O)c2ccc(F)cc21,MetXBioDB,True
flunarizine,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,1Ã¢â‚¬Â[bis(4Ã¢â‚¬Âfluorophenyl)methyl]piperazine,Fc1ccc(C(c2ccc(F)cc2)N2CCNCC2)cc1,MetXBioDB,True
flunarizine,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,p-Hydroxyflunarizine,Oc1ccc(C=CCN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,MetXBioDB,True
flunarizine,Fc1ccc(C(c2ccc(F)cc2)N2CCN(CC=Cc3ccccc3)CC2)cc1,bis(4Ã¢â‚¬Âfluorophenyl)methanone,O=C(c1ccc(F)cc1)c1ccc(F)cc1,MetXBioDB,True
fluphenazine,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,10-{3-[4-(2-hydroxyethyl)piperazin-1-yl]propyl}-2-(trifluoromethyl)-10H-5ÃŽÂ»Ã¢ÂÂ´-phenothiazin-5-one,[O-][S+]1c2ccccc2N(CCCN2CCN(CCO)CC2)c2cc(C(F)(F)F)ccc21,MetXBioDB,True
flutamide,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,2-OH-flutamide,CC(C)(O)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,MetXBioDB,True
fluvastatin,CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,6-OH-fluvastatin,CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccc(O)cc21,MetXBioDB,True
fluvastatin,CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,N-Deisopropyl-fluvastatin,O=C(O)CC(O)CC(O)C=Cc1[nH]c2ccccc2c1-c1ccc(F)cc1,MetXBioDB,True
fluvastatin,CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,5-OH-fluvastatin,CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2cc(O)ccc21,MetXBioDB,True
fluvoxamine,COCCCCC(=NOCCN)c1ccc(C(F)(F)F)cc1,Fluvoxamino alcohol,NCCON=C(CCCCO)c1ccc(C(F)(F)F)cc1,MetXBioDB,True
galantamine,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,O-Desmethylgalantamine,CN1CCC23C=CC(O)CC2Oc2c(O)ccc(c23)C1,MetXBioDB,True
galantamine,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,Galantamine N-oxide,COc1ccc2c3c1OC1CC(O)C=CC31CC[N+](C)([O-])C2,MetXBioDB,True
galantamine,COc1ccc2c3c1OC1CC(O)C=CC31CCN(C)C2,N-desmethylgalantamine,COc1ccc2c3c1OC1CC(O)C=CC31CCNC2,MetXBioDB,True
genistein,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,Orobol,O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)cc(O)c12,MetXBioDB,True
gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,,CC1(C)CC(=O)N(CCCCN2CCN(c3ncc(O)cn3)CC2)C(=O)C1,MetXBioDB,True
gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1O,MetXBioDB,True
gepirone,CC1(C)CC(=O)N(CCCCN2CCN(c3ncccn3)CC2)C(=O)C1,1-(2-pyrimidinyl)-piperazine (1-PP),c1cnc(N2CCNCC2)nc1,MetXBioDB,True
granisetron,CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2,9'-Desmethylgranisetron,CN1C2CCCC1CC(NC(=O)c1n[nH]c3ccccc13)C2,MetXBioDB,True
haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,p-Fluorobenzoylpropionic acid and 4-(4-chlorophenyl)-4-hydroxypiperidine,O=C(O)CCC(=O)c1ccc(F)cc1,MetXBioDB,True
haloperidol,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,Haloperidol pyridinium,O=C(CCCN1C=CC(=C2C=CC(=[Cl+])C=C2)C=C1)c1ccc(F)cc1,MetXBioDB,True
harmaline,COc1ccc2c3c([nH]c2c1)C(C)=NCC3,Harmalol,CC1=NCCc2c1[nH]c1cc(O)ccc21,MetXBioDB,True
harmine,COc1ccc2c(c1)[nH]c1c(C)nccc12,Harmol,COc1cc2[nH]c3c(C)nccc3c2cc1O,MetXBioDB,True
harmine,COc1ccc2c(c1)[nH]c1c(C)nccc12,6-OH-harmaline,Cc1nccc2c1[nH]c1cc(O)ccc12,MetXBioDB,True
hydrocodone,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,Hydromorphone,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,MetXBioDB,True
hydrocodone,COc1ccc2c3c1OC1C(=O)CCC4C(C2)N(C)CCC314,Norhydromorphone,COc1ccc2c3c1OC1C(=O)CCC4C(C2)NCCC314,MetXBioDB,True
iloperidone,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,"4-[3-[4-(6-fluoro-1,2-benzisoxazol-3-yl)-1-piperidinyl]propoxy]-3-methoxy-a-methylbenzene methanol",COc1cc(C(C)O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,MetXBioDB,True
imatinib,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,N-desmethylimatinib,Cc1ccc(NC(=O)c2ccc(CN3CCNCC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,MetXBioDB,True
imipramine,CN(C)CCCN1c2ccccc2CCc2ccccc21,2-Hydroxyimipramine ,CN(C)CCCN1c2ccccc2CCc2cc(O)ccc21,MetXBioDB,True
indinavir,CC(C)(C)NC(=O)C1CN(Cc2cccnc2)CCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,,CC(C)(C)NC(=O)C1CNCCN1CC(O)CC(Cc1ccccc1)C(=O)NC1c2ccccc2CC1O,MetXBioDB,True
indiplon,CC(=O)N(C)c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,N-Desmethylindiplon,CC(=O)Nc1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,MetXBioDB,True
indomethacin,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,O-Desmethylindomethacin,Cc1c(CC(=O)O)c2cc(O)ccc2n1C(=O)c1ccc(Cl)cc1,MetXBioDB,True
irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,"2-(3-hydroxybutyl)-3-({4-[2-(2H-1,2,3,4-tetrazol-5-yl)phenyl]phenyl}methyl)-1,3-diazaspiro[4.4]non-1-en-4-one",CC(O)CCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,MetXBioDB,True
irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,M7,CCCCC1=NC2(CCC(O)C2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,MetXBioDB,True
irbesartan,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,M3,O=C(O)CCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,MetXBioDB,True
ketobemidone,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,Norketobemidone,CCC(=O)C1(c2cccc(O)c2)CCNCC1,MetXBioDB,True
l-cyclophosphamide,O=P1(N(CCCl)CCCl)NCCCO1,Dechloroethyl cyclophosphamide,O=P1(NCCCl)NCCCO1,MetXBioDB,True
l-ifosfamide,O=P1(NCCCl)OCCCN1CCCl,3-Dechloroethylifosfamide,O=P1(NCCCl)NCCCO1,MetXBioDB,True
l-ifosfamide,O=P1(NCCCl)OCCCN1CCCl,2-Dechloroethylifosfamide,NP1(=O)OCCCN1CCCl,MetXBioDB,True
l-ifosfamide,O=P1(NCCCl)OCCCN1CCCl,4-Hydroxyifosfamide,O=P1(NCCCl)OCCC(O)N1CCCl,MetXBioDB,True
l-trofosfamide,O=P1(N(CCCl)CCCl)OCCCN1CCCl,l-ifosfamide,O=P1(N(CCCl)CCCl)OCCC(O)N1CCCl,MetXBioDB,True
l-trofosfamide,O=P1(N(CCCl)CCCl)OCCCN1CCCl,l-cyclophosphamide,O=P1(N(CCCl)CCCl)NCCCO1,MetXBioDB,True
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-N-ethyl-4-hydroxy-N-(4-hydroxyphenyl)-1-methyl-2-oxo-1,2-dihydroquinoline-3-carboxamide",CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccc(O)cc1,MetXBioDB,True
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-4-hydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",Cn1c(=O)c(C(=O)Nc2ccccc2)c(O)c2c(Cl)cccc21,MetXBioDB,True
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-N-ethyl-4,8-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CCN(C(=O)c1c(O)c2c(Cl)ccc(O)c2n(C)c1=O)c1ccccc1,MetXBioDB,True
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-N-ethyl-4,7-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CCN(C(=O)c1c(O)c2c(Cl)cc(O)cc2n(C)c1=O)c1ccccc1,MetXBioDB,True
laquinimod,CCN(C(=O)c1c(O)c2c(Cl)cccc2n(C)c1=O)c1ccccc1,"5-chloro-N-ethyl-4,6-dihydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CCN(C(=O)c1c(O)c2c(Cl)c(O)ccc2n(C)c1=O)c1ccccc1,MetXBioDB,True
lauric acid,CCCCCCCCCCCC(=O)O,12-Hydroxylauric acid,O=C(O)CCCCCCCCCCCO,MetXBioDB,True
licofelone,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,licofelone M4,CC1(C)Cc2c(-c3ccc(O)cc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,MetXBioDB,True
licofelone,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)cc3)c(CC(=O)O)n2C1,licofelone M2,CC1(C)Cc2c(-c3ccccc3)c(-c3ccc(Cl)c(O)c3)c(CC(=O)O)n2C1,MetXBioDB,True
lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,Monoethylglycinexylidide,CCNCC(=O)Nc1c(C)cccc1C,MetXBioDB,True
lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,3-Hydroxylidocaine,CCN(CC)CC(=O)Nc1c(C)ccc(O)c1C,MetXBioDB,True
linomide,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,"4,8-dihydroxy-N,1-dimethyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CN(C(=O)c1c(O)c2cccc(O)c2n(C)c1=O)c1ccccc1,MetXBioDB,True
linomide,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,"4,7-dihydroxy-N,1-dimethyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CN(C(=O)c1c(O)c2ccc(O)cc2n(C)c1=O)c1ccccc1,MetXBioDB,True
linomide,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,"4,6-dihydroxy-N,1-dimethyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",CN(C(=O)c1c(O)c2cc(O)ccc2n(C)c1=O)c1ccccc1,MetXBioDB,True
linomide,CN(C(=O)c1c(O)c2ccccc2n(C)c1=O)c1ccccc1,"4-hydroxy-1-methyl-2-oxo-N-phenyl-1,2-dihydroquinoline-3-carboxamide",Cn1c(=O)c(C(=O)Nc2ccccc2)c(O)c2ccccc21,MetXBioDB,True
