parent_name,child_name,parent_smiles,child_smiles
1-aminopyrene,N-hydroxy-1-aminopyrene,Nc1ccc2ccc3cccc4ccc1c2c34,ONc1ccc2ccc3cccc4ccc1c2c34
17alpha-Ethinylestradiol,2beta-OH-17beta-Ethinylestradiol,C#CC1(O)CCC2C3(C)CCc4cc(O)ccc4C3CCC21C,C#CC1(O)CCC2C3(C)CCc4cc(O)c(O)cc4C3CCC21C
"2,6-Xylidine","4-hydroxy-2,6-dimethylaniline",Cc1cccc(C)c1N,Cc1cc(O)cc(C)c1N
3-aminobenzanthrone,N-hydroxy-3-aminobenzanthrone,NC1C=CC2=C3C(=CC=CC31)C(=O)c1ccccc12,O=C1C2=CC=CC3C2=C(C=CC3NO)c2ccccc21
3-Hydroxylidocaine,3-Hydroxymonoethyl glycinexylidide,CCN(CC)CC(=O)Nc1c(C)ccc(O)c1C,CCNCC(=O)Nc1c(C)ccc(O)c1C
3'-HPPH,"3Ã¢â‚¬â„¢,4Ã¢â‚¬â„¢- diHPPH",OC1=NC(c2ccccc2)(c2cccc(O)c2)C(O)=N1,OC1=NC(c2ccccc2)(c2ccc(O)c(O)c2)C(O)=N1
4'-HPPH,"3Ã¢â‚¬â„¢,4Ã¢â‚¬â„¢- diHPPH",OC1=NC(c2ccccc2)(c2ccc(O)cc2)C(O)=N1,OC1=NC(c2ccccc2)(c2ccc(O)c(O)c2)C(O)=N1
"4,4'-Dichlorobiphenyl","4,4Ã¢â‚¬Â²-Dichloro-3-biphenylol",Clc1ccc(-c2ccc(Cl)cc2)cc1,Oc1cc(-c2ccc(Cl)cc2)ccc1Cl
7-Methoxyresorufin,Resorufin,COc1ccc2nc3ccc(=O)cc-3oc2c1,O=c1ccc2nc3ccc(O)cc3oc-2c1
"(R)-mianserin, 8-hydroxy","(R)-mianserin, 8-OH-N-desmethyl",CN1CCN2c3cc(O)ccc3Cc3ccccc3C2C1,Oc1ccc2c(c1)N1CCNCC1c1ccccc1C2
Acetachlor,,CCOCN(C(=O)CCl)c1c(C)cccc1CC,CCc1cccc(C)c1NC(=O)CCl
Bromazepam,,OC1=Nc2ccc(Br)cc2C(c2ccccn2)=NC1,OC1=Nc2ccc(Br)cc2C(c2ccccn2)=NC1O
Alachlor,,CCc1cccc(CC)c1N(COC)C(=O)CCl,CCc1cccc(CC)c1NC(=O)CCl
Aminoflavone,"Aminoflavone, N4'-Hydroxy",Cc1c(F)c(N)c2c(=O)cc(-c3ccc(N)c(F)c3)oc2c1F,Cc1c(F)c(N)c2c(=O)cc(-c3ccc(NO)c(F)c3)oc2c1F
"Aminoflavone, N4'-Hydroxyl","Aminoflavone, N4', N5-dihydroxy",Cc1c(F)c(N)c2c(=O)cc(-c3ccc(NO)c(F)c3)oc2c1F,Cc1c(F)c(NO)c2c(=O)cc(-c3ccc(NO)c(F)c3)oc2c1F
"Aminoflavone, N5-Hydroxyl","Aminoflavone, N4', N5-dihydroxy",Cc1c(F)c(NO)c2c(=O)cc(-c3ccc(N)c(F)c3)oc2c1F,Cc1c(F)c(NO)c2c(=O)cc(-c3ccc(NO)c(F)c3)oc2c1F
Amphetamine,4-Hydroxyamphetamine,CC(N)Cc1ccccc1,CC(N)Cc1ccc(O)cc1
Aprindine,"N-[3-(N,NDiethylamino)propyl]-N-phenyl-2-aminoindan-5-ol",CCN(CC)CCCN(c1ccccc1)C1Cc2ccccc2C1,CCN(CC)CCCN(c1ccccc1)C1Cc2ccc(O)cc2C1
Buprenorphine,Norbuprenorphine,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1CC1CC1)C2O5,COC12CCC3(CC1C(C)(O)C(C)(C)C)C1Cc4ccc(O)c5c4C3(CCN1)C2O5
(+)-Camphor,5-exo-hydroxycamphor,CC12CCC(CC1=O)C2(C)C,CC12CCC(CC1=O)C2(C)CO
Carbosulfan,carbofuran,CCCCN(CCCC)SN(C)C(=O)Oc1cccc2c1OC(C)(C)C2,CNC(=O)Oc1cccc2c1OC(C)(C)C2
Chlorpyrifos-oxon,"3,5,6-Trichloro-2-pyridinol",CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,Oc1nc(Cl)c(Cl)cc1Cl
Citalopram,Citalopram N-oxide,CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,C[N+](C)([O-])CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21
D-617,D-620,CNCCCC(C#N)(c1ccc(OC)c(OC)c1)C(C)C,COc1ccc(C(C#N)(CCCN)C(C)C)cc1OC
D-702,,COc1cc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)ccc1O,COc1ccc(C(C#N)(CCCN)C(C)C)cc1OC
Dimethoate,Omethoate,CNC(=O)CSP(=S)(OC)OC,CNC(=O)CSP(=O)(OC)OC
Diazoxon,Pyrimidinol,CCOP(=O)(OCC)Oc1cc(C)nc(C(C)C)n1,Cc1cc(O)nc(C(C)C)n1
Disulfoton,Disulfoton sulfoxide,CCOP(=S)(OCC)SCCSCC,CCOP(=S)(OCC)SCC[S+]([O-])CC
Diuron,N-demethyldiuron,CN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,CNC(=O)Nc1ccc(Cl)c(Cl)c1
Encainide,N-demethylencainide,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2)cc1
Esfenvalerate,2'-OH-esfenvalerate,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1)c1ccc(Cl)cc1,CC(C)C(C(=O)OC(C#N)c1cccc(Oc2ccccc2O)c1)c1ccc(Cl)cc1
N-Desmethylclomipramine,N-Didesmethylclomipramine,CNCCCN1c2ccccc2CCc2ccc(Cl)cc21,NCCCN1c2ccccc2CCc2ccc(Cl)cc21
N-demethylencainide,"N,O-didemethylencainide",COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2)cc1,O=C(Nc1ccccc1CCC1CCCCN1)c1ccc(O)cc1
O-demethylencainide,"N,O-didemethylencainide",CN1CCCCC1CCc1ccccc1NC(=O)c1ccc(O)cc1,O=C(Nc1ccccc1CCC1CCCCN1)c1ccc(O)cc1
Endosulfan-alpha,Endosulfan sulfate,O=S1OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,O=S1(=O)OCC2C(CO1)C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl
Fenthion,Fenthion oxon,COP(=S)(OC)Oc1ccc(SC)c(C)c1,COP(=O)(OC)Oc1ccc(SC)c(C)c1
lansoprazole,,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,Cc1c(OCC(F)(F)F)ccnc1CS(=O)(=O)c1nc2ccccc2[nH]1
Gavestinel,p-OH-gavestinel,O=C(C=Cc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccccc1,O=C(C=Cc1c(C(=O)O)[nH]c2cc(Cl)cc(Cl)c12)Nc1ccc(O)cc1
Gliclazide,7-OH-gliclazide,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CCCC3C2)cc1,Cc1ccc(S(=O)(=O)NC(=O)NN2CC3CC(O)CC3C2)cc1
Glimepiride,Cyclohexylhydroymethylglimepiride,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(C)CC3)cc2)C1=O,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(CO)CC3)cc2)C1=O
Glipizide,4-trans-OH-glipizide,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)cn1,Cc1cnc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCC(O)CC3)cc2)cn1
Hydromorphone,Norhydromorphone,CN1CCC23c4c5ccc(O)c4OC2C(=O)CCC3C1C5,O=C1CCC2C3Cc4ccc(O)c5c4C2(CCN3)C1O5
Lansoprazole,Hydroxylansoprazole,Cc1cc(OCC(F)(F)F)c(C)c(C[S+]([O-])c2nc3ccccc3[nH]2)n1,Cc1cc(OCC(F)(F)F)c(C)c(C[S+]([O-])c2nc3cccc(O)c3[nH]2)n1
Linoleic acid,Leukotoxin,CCCCCC=CCC=CCCCCCCCC(=O)O,CCCCCC=CCC1OC1CCCCCCCC(=O)O
Lumiracoxib,Lumiracoxib metabolite 1,Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,O=C(O)Cc1cc(CO)ccc1Nc1c(F)cccc1Cl
M7,M1,CCCCC1=NC2(CCC(O)C2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,CC(O)CCC1=NC2(CCC(O)C2)C(=O)N1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1
Malathion,Maloxon,CCOC(=O)CC(SP(=S)(OC)OC)C(=O)OCC,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC
(-)-Menthol,"p-Menthane-3,-8-diol",CC1CCC(C(C)C)C(O)C1,CC1CCC(C(C)(C)O)C(O)C1
Mestranol,Ethinylestradiol,C#CC1(O)CCC2C3CCc4cc(OC)ccc4C3CCC21C,C#CC1(O)CCC2C3CCc4cc(O)ccc4C3CCC21C
Methoxychlor,Mono-OH-methoxychlor,COc1ccc(C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)cc1,COc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1
Mono-OH-methoxychlor,Catechol-methoxychlor,COc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,COc1ccc(C(c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1
Monodemethylated mifepristone,Didemethylated mifepristone,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(NC)cc3)CC21C,CC#CC1(O)CCC2C3CCC4=CC(=O)CCC4=C3C(c3ccc(N)cc3)CC21C
Bis-OH-methoxychlor,Tris-OH-methoxychlor,Oc1ccc(C(c2ccc(O)cc2)C(Cl)(Cl)Cl)cc1,Oc1ccc(C(c2ccc(O)c(O)c2)C(Cl)(Cl)Cl)cc1
Monoethylglycinexylidide,3-Hydroxymonoethyl glycinexylidide,CCNCC(=O)Nc1c(C)cccc1C,CCNCC(=O)Nc1c(C)ccc(O)c1C
N-Desmethyldiphenhydramine,"N,N-Didesmethyldiphenhydramine",CNCCOC(c1ccccc1)c1ccccc1,NCCOC(c1ccccc1)c1ccccc1
N-Desmethylmianserin,"(R)-mianserin, 8-OH-N-desmethyl",c1ccc2c(c1)Cc1ccccc1N1CCNCC21,Oc1ccc2c(c1)N1CCNCC1c1ccccc1C2
N-Desmethyltamoxifen,N-Desdimethyltamoxifen,CCC(=C(c1ccccc1)c1ccc(OCCNC)cc1)c1ccccc1,CCC(=C(c1ccccc1)c1ccc(OCCN)cc1)c1ccccc1
1-Naphtaldehyde,1-Nahthalenethanol,O=Cc1cccc2ccccc12,OCc1cccc2ccccc12
Nateglinide,2Ã¢â‚¬Â{[4Ã¢â‚¬Â(1Ã¢â‚¬ÂhydroxypropanÃ¢â‚¬Â2Ã¢â‚¬Âyl)cyclohexyl]formamido}Ã¢â‚¬Â3Ã¢â‚¬Âphenylpropanoic acid,CC(C)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1,CC(CO)C1CCC(C(=O)NC(Cc2ccccc2)C(=O)O)CC1
Nicardipine,De-benzylated nicardipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,CNCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1
Nordoxepin,2-Hydroxynordoxepin,CNCCC=C1c2ccccc2COc2ccccc21,CNCCC=C1c2cc(O)ccc2COc2ccccc21
Ondansetron,6-OH-ondansetron,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,Cc1nccn1CC1CCc2c(c3cc(O)ccc3n2C)C1=O
Phorate,Phorate sulfoxide,CCOP(=S)(OCC)SCSCC,CCOP(=S)(OCC)SC[S+]([O-])CC
Pioglitazone,"2Ã¢â‚¬Â[6Ã¢â‚¬Â(2Ã¢â‚¬Â{4Ã¢â‚¬Â[(2,4Ã¢â‚¬ÂdioxoÃ¢â‚¬Â1,3Ã¢â‚¬ÂthiazolidinÃ¢â‚¬Â5Ã¢â‚¬Âyl)methyl]phenoxy}ethyl)pyridinÃ¢â‚¬Â3Ã¢â‚¬Âyl]acetic acid",CCc1ccc(CCOc2ccc(CC3SC(=O)N=C3O)cc2)nc1,O=C(O)Cc1ccc(CCOc2ccc(CC3SC(=O)N=C3O)cc2)nc1
17ÃŽÂ²-OH-progesterone,17Beta-21-dihydroxyprogesterone,CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C,CC12CCC(=O)C=C1CCC1C2CCC2(C)C1CCC2(O)C(=O)CO
Pranidipine,Dehydrogenated pranidipine,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC=Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1,COC(=O)c1c(C)nc(C)c(C(=O)OCC=Cc2ccccc2)c1-c1cccc([N+](=O)[O-])c1
Rofecoxib,5-OH-rofecoxib,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1,CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2O)cc1
rosiglitazone,para-hydroxyrosiglitazone ,CN(CCOc1ccc(CC2SC(=O)N=C2O)cc1)c1ccccn1,CN(CCOc1ccc(CC2SC(=O)N=C2O)cc1)c1ccc(O)cn1
Simazine,N-Desethylsimazine,CCN=c1nc(Cl)[nH]c(=NCC)[nH]1,CCN=c1[nH]c(Cl)nc(=N)[nH]1
Sulfinpyrazone,Sulfinpyrazone sulfone,O=C1C(CC[S+]([O-])c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1,O=C1C(CCS(=O)(=O)c2ccccc2)C(=O)N(c2ccccc2)N1c1ccccc1
Pyributicarb,Pyributicarb metabolite 1,COc1cccc(N(C)C(=S)Oc2cccc(C(C)(C)C)c2)n1,CN(C(=S)Oc1cccc(C(C)(C)C)c1)c1cccc(O)n1
Sulprofos,Sulprofos sulfoxide,CCCSP(=S)(OCC)Oc1ccc(SC)cc1,CCCSP(=S)(OCC)Oc1ccc([S+](C)[O-])cc1
suprofen,Suprofen -sulfoxide,CC(C(=O)O)c1ccc(C(=O)c2cccs2)cc1,CC(C(=O)O)c1ccc(C(=O)c2ccc[s+]2[O-])cc1
Tamoxifen N-oxide,alpha-OH-tamoxifen N-oxide,CCC(=C(c1ccccc1)c1ccc(OCC[N+](C)(C)[O-])cc1)c1ccccc1,CC(O)C(=C(c1ccccc1)c1ccc(OCC[N+](C)(C)[O-])cc1)c1ccccc1
Tegafur,5-Fluorouracil,O=c1nc(O)c(F)cn1C1CCCO1,Oc1ncc(F)c(O)n1
Thioridazine,Thioridazine 2-sulfoxide ,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21
Thymol,"p-Cymene-2,3-diol",Cc1ccc(C(C)C)c(O)c1,Cc1ccc(C(C)C)c(O)c1O
Tizanidine,"2Ã¢â‚¬Â[(5Ã¢â‚¬ÂchloroÃ¢â‚¬Â2,1,3Ã¢â‚¬ÂbenzothiadiazolÃ¢â‚¬Â4Ã¢â‚¬Âyl)amino]Ã¢â‚¬Â4,5Ã¢â‚¬ÂdihydroÃ¢â‚¬Â1HÃ¢â‚¬ÂimidazolÃ¢â‚¬Â4Ã¢â‚¬Âol",Clc1ccc2nsnc2c1NC1=NCCN1,OC1CN=C(Nc2c(Cl)ccc3nsnc23)N1
TSU-68,TSU-68 metabolite 1,Cc1[nH]c(C=C2C(O)=Nc3ccccc32)c(C)c1CCC(=O)O,Cc1[nH]c(C=C2C(O)=Nc3ccc(O)cc32)c(C)c1CCC(=O)O
YM-64227,"M-2 (1,3-cis)",CCc1ccc2c(C3CCCCC3)nc(=O)n(CC)c2n1,CCc1ccc2c(C3CCCC(O)C3)nc(=O)n(CC)c2n1
Zaltoprofen,10-OH-zaltoprofen,CC(C(=O)O)c1ccc2c(c1)CC(=O)c1ccccc1S2,CC(C(=O)O)c1ccc2c(c1)CC(O)c1ccccc1S2
"VCH-1,2-epoxide",VCH-diepoxide,C1=CCC(C2CO2)CC1,C1CC2OC2CC1C1CO1
"VCH-7,8-epoxide",VCH-diepoxide,C=CC1CCC2OC2C1,C1CC2OC2CC1C1CO1
Medroxyprogesterone Acetate,M-4,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)CCC4(C)C3CCC21C,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)C(O)CC4(C)C3CCC21C
Medroxyprogesterone Acetate (M4),M-1,CC(=O)OC1(C(C)=O)CCC2C3CC(C)C4=CC(=O)C(O)CC4(C)C3CCC21C,CC(=O)OC1(C(C)=O)CCC2C3CC(C)(O)C4=CC(=O)C(O)CC4(C)C3CCC21C
Perospirone,,O=C1C2CCCCC2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,O=C1C2=C(CCCC2)C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1
Nimodipine,,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,COCCOC(=O)c1c(C)nc(C)c(C(=O)OC(C)C)c1-c1cccc([N+](=O)[O-])c1
nisoldipine,,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],COC(=O)c1c(C)nc(C)c(C(=O)OCC(C)C)c1-c1ccccc1[N+](=O)[O-]
OXODIPINE(m1),OXODIPINE(m2),CCOC(=O)c1c(C)nc(C)c(C(=O)OC)c1-c1cccc2c1OCO2,CCOC(=O)c1c(C)nc(C)c(C(=O)O)c1-c1cccc2c1OCO2
HEXACHLOROBENZENE,Pentachlorophenol,Clc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
(-)-Epigallocatechin gallate,"(-)-Epigallocatechin gallate, 3p-OH-glucuronide",O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(O)c1)c1cc(O)c(O)c(O)c1,O=C(OC1Cc2c(O)cc(O)cc2OC1c1cc(O)c(O)c(OC2OC(C(=O)O)C(O)C(O)C2O)c1)c1cc(O)c(O)c(O)c1
(-)-Epigallocatechin,"(-)-Epigallocatechin, 3p-OH-glucuronide",Oc1cc(O)c2c(c1)OC(c1cc(O)c(O)c(O)c1)C(O)C2,O=C(O)C1OC(Oc2cc(C3Oc4cc(O)cc(O)c4CC3O)cc(O)c2O)C(O)C(O)C1O
2-Hydroxychalcone,"2-Hydroxychalcone, 2-OH glucuronide",O=C(C=Cc1ccccc1O)c1ccccc1,O=C(C=Cc1ccccc1OC1OC(C(=O)O)C(O)C(O)C1O)c1ccccc1
4-Hydroxychalcone,"4-Hydroxychalcone, 4-OH-glucuronide",O=C(C=Cc1ccc(O)cc1)c1ccccc1,O=C(C=Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)c1ccccc1
2p-Hydroxychalcone,"2p-Hydroxychalcone, 2p-OH-glucuronide",O=C(C=Cc1ccccc1)c1ccccc1O,O=C(C=Cc1ccccc1)c1ccccc1OC1OC(C(=O)O)C(O)C(O)C1O
4p-Hydroxychalcone,"4p-Hydroxychalcone, 4p-OH-glucuronide",O=C(C=Cc1ccccc1)c1ccc(O)cc1,O=C(C=Cc1ccccc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
Phloretin,"Phloretin, 2p-OH-glucuronide",O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,O=CC1OC(Oc2cc(O)cc(O)c2C(=O)CCc2ccc(O)cc2)C(O)C(O)C1O
7-Hydroxychromone,"7-Hydroxychromone, 7-OH-glucuronide",O=c1ccoc2cc(O)ccc12,O=C(O)C1OC(Oc2ccc3c(=O)ccoc3c2)C(O)C(O)C1O
"3,4-Diphenyl-7-hydroxycoumarin","3,4-Diphenyl-7-hydroxycoumarin, 7-OH-glucuronide",O=c1oc2cc(O)ccc2c(-c2ccccc2)c1-c1ccccc1,O=C(O)C1OC(Oc2ccc3c(-c4ccccc4)c(-c4ccccc4)c(=O)oc3c2)C(O)C(O)C1O
4-Methylumbelliferone,4-Methylumbelliferone O-glucuronide,Cc1cc(=O)oc2cc(O)ccc12,Cc1cc(=O)oc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc12
4-Hydroxy-6-methylcoumarin,"6-methylcoumarin, 4-O-glucuronide",Cc1ccc2oc(=O)cc(O)c2c1,Cc1ccc2oc(=O)cc(OC3OC(C(=O)O)C(O)C(O)C3O)c2c1
6-Hydroxy-7-methoxyl-4-phenylcoumarin,"7-methoxyl-4-phenylcoumarin, 6-O-glucuronide",COc1cc2oc(=O)cc(-c3ccccc3)c2cc1O,COc1cc2oc(=O)cc(-c3ccccc3)c2cc1OC1OC(C(=O)O)C(O)C(O)C1O
8-Hydroxywarfarin,Warfarin 8-O-glucuronide,CC(=O)CC(c1ccccc1)c1c(O)c2cccc(O)c2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2cccc(OC3OC(C(=O)O)C(O)C(O)C3O)c2oc1=O
6-Hydroxywarfarin,Warfarin 6-O-glucuronide,CC(=O)CC(c1ccccc1)c1c(O)c2cc(O)ccc2oc1=O,CC(=O)CC(c1ccccc1)c1c(O)c2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc2oc1=O
Scopoletin,Scopoletin OH-glucuronide,COc1cc2ccc(=O)oc2cc1O,COc1cc2ccc(=O)oc2cc1OC1OC(C(=O)O)C(O)C(O)C1O
Demethoxycurcumin,Demethoxycurcumin O-glucuronide,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)cc2)ccc1O,COc1cc(C=CC(=O)CC(=O)C=Cc2ccc(O)cc2)ccc1OC1OC(C(=O)O)C(O)C(O)C1O
Bisdemethoxycurcumin,"Bisdemethoxycurcumin, 4-O-glucuronide",O=C(C=Cc1ccc(O)cc1)CC(=O)C=Cc1ccc(O)cc1,O=C(C=Cc1ccc(O)cc1)CC(=O)C=Cc1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
Emodin,Emodin 3-OH-glucuronide,Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,Cc1cc(O)c2c(c1)C(=O)c1cc(OC3OC(C(=O)O)C(O)C(O)C3O)cc(O)c1C2=O
Endoxifen,Endoxifen O-glucuronide,CCC(=C(c1ccc(O)cc1)c1ccc(OCCNC)cc1)c1ccccc1,CCC(=C(c1ccc(OCCNC)cc1)c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1)c1ccccc1
Enterolactone,Enterolactone O-glucuronide,O=C1OCC(Cc2cccc(O)c2)C1Cc1cccc(O)c1,O=C1OCC(Cc2cccc(OC3OC(C(=O)O)C(O)C(O)C3O)c2)C1Cc1cccc(O)c1
1-Naphthol,1-Naphthyl glucuronide,Oc1cccc2ccccc12,O=C(O)C1OC(Oc2cccc3ccccc23)C(O)C(O)C1O
7-Hydroxyflavanone,Flavanone 7-O-glucuronide,O=C1CC(c2ccccc2)Oc2cc(O)ccc21,O=C1CC(c2ccccc2)Oc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)ccc21
4p-Hydroxy-3-methoxyflavanone,3-methoxyflavanone 4p-O-glucuronide,COC1C(=O)c2ccccc2OC1c1ccc(O)cc1,COC1C(=O)c2ccccc2OC1c1ccc(OC2OC(C(=O)O)C(O)C(O)C2O)cc1
Hesperetin,Hesperetin 7-O-glucuronide,COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3O2)cc1O
Narigenin,Narigenin 7-O-glucuronide,O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,O=C1CC(c2ccc(O)cc2)Oc2cc(OC3OC(C(=O)O)C(O)C(O)C3O)cc(O)c21
2p-Hydroxyflavone,Flavone 2p-O-glucuronide,O=c1cc(-c2ccccc2O)oc2ccccc12,O=C(O)C1OC(Oc2ccccc2-c2cc(=O)c3ccccc3o2)C(O)C(O)C1O
"3,4p-Dimethoxy-5,7,3p-trihydroxyflavone","3,4p-Dimethoxy-5,3p-dihydroxyflavone, 7-O-glucuronide",COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2OC)cc1O,COc1ccc(-c2oc3cc(OC4OC(C(=O)O)C(O)C(O)C4O)cc(O)c3c(=O)c2OC)cc1O
"3p-Benzyloxy-5,7-dihydroxy-3,4p-dimethoxyflavone","3p-Benzyloxy-5-hydroxy-3,4p-dimethoxyflavone, 7-O-glucuronide",COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2OC)cc1OCc1ccccc1,COc1ccc(-c2oc3cc(OC4OC(C(=O)O)C(O)C(O)C4O)cc(O)c3c(=O)c2OC)cc1OCc1ccccc1
4p-Hydroxyflavone,Flavone 4p-O-glucuronide,O=c1cc(-c2ccc(O)cc2)oc2ccccc12,O=C(O)C1OC(Oc2ccc(-c3cc(=O)c4ccccc4o3)cc2)C(O)C(O)C1O
"5,7-Dihydroxy-3p,4p,5p-trimethoxyflavone","5-Hydroxy-3p,4p,5p-trimethoxyflavone, 7-O-glucuronide",COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc(OC)c1OC,COc1cc(-c2cc(=O)c3c(O)cc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3o2)cc(OC)c1OC
"2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine","2-amino-1-methyl-6-phenylimidazo[4,5-b]pyridine, N2-glucuronide",Cn1c(=N)[nH]c2ncc(-c3ccccc3)cc21,Cn1c(NC2OC(C(=O)O)C(O)C(O)C2O)nc2ncc(-c3ccccc3)cc21
N2-OH-PhIP,N2-OH-PhIP-N3-glucuronide,Cn1c(NO)nc2ncc(-c3ccccc3)cc21,C[n+]1c(NO)n(C2OC(C(=O)O)C(O)C(O)C2O)c2ncc(-c3ccccc3)cc21
4'-OH-PhIP,PhIP 4'-O-glucuronide,Cn1c(=N)[nH]c2ncc(-c3ccc(O)cc3)cc21,Cn1c(=N)[nH]c2ncc(-c3ccc(OC4OC(C(=O)O)C(O)C(O)C4O)cc3)cc21
2-hydroxyestradiol,Estradiol 2-O-glucuronide,CC12CCC3c4cc(O)c(O)cc4CCC3C1CCC2O,CC12CCC3c4cc(OC5OC(C(=O)O)C(O)C(O)C5O)c(O)cc4CCC3C1CCC2O
4-hydroxyestrone,Estrone 4-O-glucuronide,CC12CCC3c4ccc(O)c(O)c4CCC3C1CCC2=O,CC12CCC3c4ccc(O)c(OC5OC(C(=O)O)C(O)C(O)C5O)c4CCC3C1CCC2=O
"dibenzo[a,l]pyrene-11,12- diol","dibenzo[a,l]pyrene-11-ol, 12-O-glucuronide",Oc1ccc2c(cc3ccc4cccc5c6ccccc6c2c3c45)c1O,O=C(O)C1OC(Oc2ccc3c(cc4ccc5cccc6c7ccccc7c3c4c56)c2O)C(O)C(O)C1O
NÃ¢â‚¬â„¢-nitrosoanabasine,"NÃ¢â‚¬â„¢-nitrosoanabasine, N-glucuronide",O=NN1CCCCC1c1cccnc1,O=NN1CCCCC1c1ccc[n+](C2OC(C(=O)O)C(O)C(O)C2O)c1
